sentences,category
Debit 5000 using my own account,Payment
Send 2200 using my own account,Payment
Make payment of 950 using my own account,Payment
Do 4000 payment using my self account,Payment
Pay 650 using my self account,Payment
Debit 1200 using my self account,Payment
Transfer 8000 using my self account,Payment
Make 500 payment using my self account,Payment
Please send 9999 using my self account,Payment
Pay 3500 using my self account,Payment
Do transfer of 1100 using my self account,Payment
Debit 200 using my self account,Payment
Make 15000 payment using my self account,Payment
Make payment of 500 rupees to my account,Self Transfer
Transfer 1000 to my account,Self Transfer
Do a transfer of 750 from wallet to my account,Self Transfer
Send 2000 rupees to my account,Self Transfer
Pay 350 into my account,Self Transfer
Make a transfer of 1200 to my account,Self Transfer
Please credit 600 rupees to my account,Self Transfer
Deposit 1500 in my account,Self Transfer
Do payment of 400 to my account,Self Transfer
Transfer 7000 to my account,Self Transfer
Send 999 rupees into my own account,Self Transfer
Make 300 payment to my own account,Self Transfer
Pay 2500 rupees into my own account,Self Transfer
Do transfer of 800 to my own account,Self Transfer
Please send 1750 to my own account,Self Transfer
Deposit 5600 in my own account,Self Transfer
Make payment of 450 to my own account,Self Transfer
Credit 2700 rupees to my own account,Self Transfer
Send 9000 into my own account,Self Transfer
Transfer 200 rupees to my own account,Self Transfer
Do a 650 transfer to my self account,Self Transfer
Make payment of 1100 into my self account,Self Transfer
Pay 4500 rupees to my self account,Self Transfer
Please transfer 3000 into my self account,Self Transfer
Deposit 880 rupees in my self account,Self Transfer
Send 700 rupees to my self account,Self Transfer
Make 250 transfer to my self account,Self Transfer
Credit 9999 to my self account,Self Transfer
Do payment of 1300 into my self account,Self Transfer
Please pay 150 into my self account,Self Transfer
Transfer 2000 from wallet to my self account,Self Transfer
Send 4200 rupees into my self account,Self Transfer
Deposit 2500 in my self account,Self Transfer
Pay 900 into my self account,Self Transfer
Make transfer of 1450 to my self account,Self Transfer
Do a 3500 rupees transfer into my self account,Self Transfer
Please send 100 rupees into my self account,Self Transfer
Deposit 1250 to my self account,Self Transfer
Credit 300 into my self account,Self Transfer
Make 5000 transfer to my self account,Self Transfer
Transfer 270 rupees to my self account,Self Transfer
Send 6200 rupees to my self account,Self Transfer
Please deposit 8000 into my self account,Self Transfer
Do a payment of 4000 into my self account,Self Transfer
Pay 10000 rupees into my self account,Self Transfer
Credit 120 into my self account,Self Transfer
Deposit 15000 in my self account,Self Transfer
Send 450 to my self account,Self Transfer
Make 600 rupees payment to my self account,Self Transfer
Transfer 5500 to my self account,Self Transfer
Make a payment of 800 from my account,Payment
Do transfer of 3000 from my account,Payment
Pay 7500 rupees from my account,Payment
Please send 650 from my account,Payment
Make transfer of 1200 from my account,Payment
Do 2000 payment from my account,Payment
Send 100 rupees from my account,Payment
Debit 5000 from my account,Payment
Pay 850 from my account,Payment
Make 700 rupees payment from my account,Payment
Do a transfer of 900 from my account,Payment
Please debit 2500 from my account,Payment
Send 400 from my account,Payment
Pay 1800 rupees from my account,Payment
Make 3000 transfer from my account,Payment
Do 500 payment from my account,Payment
Debit 6500 rupees from my account,Payment
Send 999 from my account,Payment
Please pay 4500 from my account,Payment
Do 200 rupees transfer from my account,Payment
Make payment of 10000 from own account,Payment
Send 120 from own account,Payment
Debit 560 rupees from own account,Payment
Do 750 payment from own account,Payment
Pay 4000 rupees from own account,Payment
Make transfer of 6200 from own account,Payment
Please debit 800 from own account,Payment
Send 1750 from own account,Payment
Do 9500 payment from own account,Payment
Pay 360 rupees from own account,Payment
Make 200 transfer from self account,Payment
Send 1000 rupees from self account,Payment
Debit 870 from self account,Payment
Do payment of 5000 from self account,Payment
Please send 2300 from self account,Payment
Pay 460 rupees from self account,Payment
Make transfer of 9800 from self account,Payment
Do 300 payment from self account,Payment
Debit 7500 from self account,Payment
Send 4100 rupees from self account,Payment
Please make 1200 transfer from self account,Payment
Pay 100 from self account,Payment
Do 3400 payment from self account,Payment
Debit 2200 rupees from self account,Payment
Send 6700 from self account,Payment
Make 1800 rupees payment from self account,Payment
Pay 9999 from self account,Payment
Do 540 transfer from self account,Payment
Debit 15000 from self account,Payment
Please send 470 rupees from self account,Payment
"pay 50 rupees to Rahul's bank account""",Bank Transfer
transfer 200 rupees to Meera's account,Bank Transfer
send 1500 rupees to Aditya’s bank account,Bank Transfer
deposit 7000 rs into Priya’s account,Bank Transfer
make a bank transfer of 500 rupees to Nikhil,Bank Transfer
send 300 rupees on Riya’s account,Bank Transfer
transfer 45000 rupees to Ankit’s bank,Bank Transfer
pay 1000 rs to Sneha’s account,Bank Transfer
do a transfer of 2500 rupees into Aarav’s bank account,Bank Transfer
make a payment of 600 rupees to Neha’s account,Bank Transfer
send 12000 rupees to Rohit’s bank account,Bank Transfer
transfer 750 rs on Kavita’s account,Bank Transfer
pay 20000 rupees to Sanjay’s bank,Bank Transfer
bank transfer 5000 rs to Mohit’s account,Bank Transfer
deposit 8500 rupees into Alok’s bank account,Bank Transfer
make a transfer of 999 rupees to Shreya’s account,Bank Transfer
send 2000 rupees to Vikram’s account,Bank Transfer
pay 3200 rs to Gaurav’s bank account,Bank Transfer
transfer 150 rs on Divya’s account,Bank Transfer
deposit 50000 rupees into Ayesha’s bank,Bank Transfer
make a bank transfer of 700 rupees to Arjun’s account,Bank Transfer
send 400 rs to Kiran’s account,Bank Transfer
transfer 25000 rupees to Tarun’s bank account,Bank Transfer
pay 800 rs on Anjali’s account,Bank Transfer
deposit 1200 rupees into Varun’s account,Bank Transfer
make a payment of 950 rs to Tanvi’s bank account,Bank Transfer
transfer 3000 rupees to Suraj’s account,Bank Transfer
send 7500 rs into Isha’s bank account,Bank Transfer
pay 9999 rupees to Rajesh’s account,Bank Transfer
do a transfer of 15000 rupees on Reema’s bank,Bank Transfer
send 200 rs to Harshit’s account,Bank Transfer
transfer 2200 rupees to Snehal’s bank account,Bank Transfer
pay 780 rs to Kunal’s account,Bank Transfer
make a bank transfer of 4600 rupees to Radhika,Bank Transfer
deposit 6500 rupees into Naveen’s account,Bank Transfer
send 1250 rs to Swati’s bank account,Bank Transfer
transfer 3400 rupees to Amit’s account,Bank Transfer
pay 8000 rs on Pooja’s account,Bank Transfer
make a transfer of 2100 rupees into Suresh’s bank,Bank Transfer
send 560 rs to Komal’s account,Bank Transfer
deposit 10000 rupees into Dhruv’s bank account,Bank Transfer
transfer 1500 rupees to Sunita’s account,Bank Transfer
pay 30000 rs to Yash’s bank account,Bank Transfer
make a bank transfer of 2750 rupees on Manish’s account,Bank Transfer
send 820 rs into Ritu’s account,Bank Transfer
deposit 2400 rupees into Ananya’s bank,Bank Transfer
transfer 900 rs to Abhishek’s account,Bank Transfer
pay 6000 rupees to Sakshi’s bank account,Bank Transfer
send 1750 rs on Deepak’s account,Bank Transfer
make a payment of 4300 rupees to Nisha’s bank account,Bank Transfer
make a transfer of 5410 rupees from my own account to Swati's account,Bank Transfer
make payment of rs 3180 via my account to Komal's bank,Bank Transfer
deposit 5795 rs from self account to Ramesh's bank,Bank Transfer
credit 9783 rupees from my account to Lakshmi's bank,Bank Transfer
credit 921 rupees using my own account into Harsh's account,Bank Transfer
send 841 via my account to Tanya account,Bank Transfer
send 9838 rupees using self account to Lakshmi's bank account,Bank Transfer
pay rs 3084 using self account to Jyoti account,Bank Transfer
send 7936 rs using my account to Payal's bank account,Bank Transfer
send 6344 rupees via own account to Payal account,Bank Transfer
deposit 274 using self account to Suresh's bank,Bank Transfer
send 6241 rupees via own account to Nikhil's bank account,Bank Transfer
credit 6212 rs from my own account to Pankaj's account,Bank Transfer
pay rs 7562 from self account into Amit bank account,Bank Transfer
deposit 7652 rs using self account to Sanjay's bank account,Bank Transfer
send 8124 rs via my account to Lakshmi account,Bank Transfer
transfer 1306 rs via my account into Tarun bank account,Bank Transfer
credit 5904 rupees from my account into Suresh's account,Bank Transfer
make payment of rs 2183 from my account to Sachin account,Bank Transfer
credit 9533 using my own account into Ankit bank account,Bank Transfer
send rs 4046 via my account into Kavita's bank account,Bank Transfer
send 9473 using my own account to Payal account,Bank Transfer
make payment of rs 6921 from my accont to Alok's account,Bank Transfer
make payment of 5091 rupees from my accont to Tarun's bank account,Bank Transfer
make a transfer of 6166 rupees using my own account into Ankit bank account,Bank Transfer
credit 6162 using my account to Ashok's bank,Bank Transfer
make payment of 9297 rs using self account to Sachin account,Bank Transfer
credit rs 9640 from my account to Tarun account,Bank Transfer
credit rs 7859 from my own account to Jyoti's account,Bank Transfer
deposit 279 rs using my account into Seema's bank account,Bank Transfer
pay 9867 using self account into Tarun's account,Bank Transfer
make a transfer of 2597 from my account to Karan's account,Bank Transfer
pay 9810 using my account to Jyoti's bank account,Bank Transfer
make a transfer of 1510 rupees using my account to Jyoti account,Bank Transfer
make payment of 9072 rs from my own account to Sanjay's bank,Bank Transfer
make payment of rs 5045 from my accont to Arjun's bank account,Bank Transfer
credit 5563 rs from my accont into Dinesh bank account,Bank Transfer
make payment of 6753 rs using my own account to Riya's account,Bank Transfer
make a transfer of 3596 from self account into Priya's account,Bank Transfer
send 7017 rupees from my own account to Neha's bank,Bank Transfer
transfer rs 1409 using my own account to Bhavna's bank account,Bank Transfer
send 6655 rs from my accont into Payal's bank account,Bank Transfer
make a transfer of rs 1426 via my account to Rekha's bank account,Bank Transfer
credit 6227 using self account into Suresh's account,Bank Transfer
transfer 655 rs from my account to Aditya account,Bank Transfer
make a transfer of rs 8504 from my accont to Bhavna account,Bank Transfer
deposit 4703 rs using self account into Ankit's bank account,Bank Transfer
transfer rs 2854 from my account to Harsh's account,Bank Transfer
credit rs 5127 via my account into Dinesh's account,Bank Transfer
send 5536 using my own account into Bhavna's bank account,Bank Transfer
deposit 8641 rupees from self account to Vikram's account,Bank Transfer
transfer rs 811 via own account to Aditya's account,Bank Transfer
send 2987 rs via my account to Suresh's bank account,Bank Transfer
pay rs 6918 from self account to Shivani's account,Bank Transfer
send 1023 rs from my own account to Harsh's bank account,Bank Transfer
make a transfer of 5290 via own account to Amit's bank,Bank Transfer
transfer rs 8379 from my accont into Priya's bank account,Bank Transfer
make payment of 2628 from self account to Lakshmi's bank account,Bank Transfer
send 1806 rupees from my accont to Manoj account,Bank Transfer
